Dialogue_ID,Topic,Text,Acts,Emotions
2529,Ordinary Life,"[{""role"": ""user"", ""content"": ""I want a refund !""}, {""role"": ""assistant"", ""content"": ""Yes , miss . What was the problem with your purchase ?""}, {""role"": ""user"", ""content"": ""These pajamas don't fit right . They're too long .""}, {""role"": ""assistant"", ""content"": ""Would you like to have them altered ? Or would you like a different size ?""}, {""role"": ""user"", ""content"": ""No . I want my money back .""}, {""role"": ""assistant"", ""content"": ""I'm sorry , but this was on sale , so I can only give you store credit .""}, {""role"": ""user"", ""content"": ""Fine . Here's my receipt . I'd better be able to use this anywhere in the store .""}, {""role"": ""assistant"", ""content"": ""Of course ... here you are . I'm sorry the pajamas didn't work out for you .""}]","directive, question, inform, directive, commissive, directive, commissive, inform","no emotion, no emotion, no emotion, no emotion, no emotion, sadness, no emotion, sadness"
2530,Ordinary Life,"[{""role"": ""user"", ""content"": ""I'm sorry , sir . I'm going to have to ask you to leave .""}, {""role"": ""assistant"", ""content"": ""What ? I was just having a friendly conversation with the lady here ...""}, {""role"": ""user"", ""content"": ""Well , she apparently doesn't think it's so friendly . Let's go .""}, {""role"": ""assistant"", ""content"": ""I think there's been a misunderstanding !""}, {""role"": ""user"", ""content"": ""You'd better cooperate with me , sir , or ...""}, {""role"": ""assistant"", ""content"": ""OK ! Just give her this for me !""}]","directive, question, directive, commissive, directive, commissive","sadness, surprise, no emotion, no emotion, no emotion, no emotion"
2532,Ordinary Life,"[{""role"": ""user"", ""content"": ""How's the bride-to-be ?""}, {""role"": ""assistant"", ""content"": ""Tired and stressed . This wedding is giving me a headache .""}, {""role"": ""user"", ""content"": ""Just relax . With me as your maid of honor , everything will be fine !""}, {""role"": ""assistant"", ""content"": ""I'm worried that everything will be chaotic !""}, {""role"": ""user"", ""content"": ""Hey ! I'm the tour guide . I'll take care of the Taiwanese guests .""}, {""role"": ""assistant"", ""content"": ""You're going to have to tell them what to do in church , what everything means ...""}, {""role"": ""user"", ""content"": ""I will . Don't worry !""}]","question, inform, inform, inform, inform, directive, commissive","no emotion, sadness, happiness, fear, no emotion, no emotion, happiness"
2533,Ordinary Life,"[{""role"": ""user"", ""content"": ""Ahhs ! I'm beat !""}, {""role"": ""assistant"", ""content"": ""What happened to you ? You look like you got hit by a tornado !""}, {""role"": ""user"", ""content"": ""I just got back from fighting the crowds .""}, {""role"": ""assistant"", ""content"": ""You mean at the mall ? Was there a sale ?""}, {""role"": ""user"", ""content"": ""Yeah . For five minutes , everything was half off . It was total chaos ...""}, {""role"": ""assistant"", ""content"": ""Cool !""}, {""role"": ""user"", ""content"": ""Grabbing , pushing and shoving ...""}]","inform, question, inform, question, inform, inform, inform","no emotion, surprise, no emotion, no emotion, no emotion, happiness, no emotion"
2539,Ordinary Life,"[{""role"": ""user"", ""content"": ""I'm starving . Let's get something to eat .""}, {""role"": ""assistant"", ""content"": ""Can we go somewhere nearby ? I don't feel like walking too far .""}, {""role"": ""user"", ""content"": ""Sure . What kind of food do you like ?""}, {""role"": ""assistant"", ""content"": ""I mean the food for something spicy .""}, {""role"": ""user"", ""content"": ""How about some Korean food ? There's a place right there on the corner .""}, {""role"": ""assistant"", ""content"": ""That sounds great . I love Korean food .""}]","directive, directive, question, inform, directive, commissive","no emotion, no emotion, happiness, no emotion, no emotion, happiness"
2587,Ordinary Life,"[{""role"": ""user"", ""content"": ""My dear , it's five flights up !""}, {""role"": ""assistant"", ""content"": ""That's all right.We ' ll get used to it.Besides , it is quiet up there.We ' re little further away from the street and traffic noise and there's no one living over us .""}, {""role"": ""user"", ""content"": ""Is the place well-furnished ?""}, {""role"": ""assistant"", ""content"": ""Yes , it's pretty bright in there and big enough for our children to play .""}, {""role"": ""user"", ""content"": ""What about the kitchen ?""}, {""role"": ""assistant"", ""content"": ""The stove and refrigerator are in good working order , and I don't see any loose electric wiring that could cause fires .""}, {""role"": ""user"", ""content"": ""Are the plumbing all right ?""}, {""role"": ""assistant"", ""content"": ""The plumbing seems OK , too.The toilet flushes and the shower has hot and cold water , and the sinks don't seem to leak .""}, {""role"": ""user"", ""content"": ""The place is OK.Let ' s go there and have a look at it again .""}]","inform, inform, question, inform, question, inform, question, inform, directive","surprise, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness"
2591,Ordinary Life,"[{""role"": ""user"", ""content"": ""Hello , may I help you ?""}, {""role"": ""assistant"", ""content"": ""Yes.We ' re interested in seeing the rooms for rent .""}, {""role"": ""user"", ""content"": ""Oh , how nice.They ' re bright rooms and the house is very quiet .""}, {""role"": ""assistant"", ""content"": ""A nice quiet house is exactly what we're looking for .""}, {""role"": ""user"", ""content"": ""Well , gentleman.Each room is $ 40 a week if you think that's OK .""}, {""role"": ""assistant"", ""content"": ""That sounds just wonderful to us .""}, {""role"": ""user"", ""content"": ""When do you want to move in ?""}, {""role"": ""assistant"", ""content"": ""How about this afternoon ?""}, {""role"": ""user"", ""content"": ""Fine . I'll be expecting you around two .""}]","question, directive, commissive, inform, directive, commissive, question, directive, commissive","no emotion, no emotion, happiness, happiness, no emotion, happiness, no emotion, no emotion, happiness"
2607,Ordinary Life,"[{""role"": ""user"", ""content"": ""Are you ready for a second ?""}, {""role"": ""assistant"", ""content"": ""No , I'm afraid we'll have to cancel the order . I'm not sure whether it agrees with me .""}, {""role"": ""user"", ""content"": ""Would you like anything else ?""}, {""role"": ""assistant"", ""content"": ""I'd prefer swordfish steak .""}, {""role"": ""user"", ""content"": ""I'm sorry.It ' s out of season now .""}, {""role"": ""assistant"", ""content"": ""Oysters , please .""}]","question, inform, question, directive, commissive, directive","no emotion, sadness, no emotion, no emotion, happiness, no emotion"
2611,Ordinary Life,"[{""role"": ""user"", ""content"": ""What's good today ?""}, {""role"": ""assistant"", ""content"": ""The salmon is good toady , it's very fresh .""}, {""role"": ""user"", ""content"": ""How is it done ?""}, {""role"": ""assistant"", ""content"": ""It's cooked with lemon and savored with rice .""}, {""role"": ""user"", ""content"": ""Sound nice , I will try it .""}, {""role"": ""assistant"", ""content"": ""You're meal also include soup and salad .""}, {""role"": ""user"", ""content"": ""What's the soup of the day ?""}, {""role"": ""assistant"", ""content"": ""French onion soup , sir , what dressing would you like for your salad ?""}, {""role"": ""user"", ""content"": ""Thousand Island , please .""}]","question, inform, question, inform, inform, inform, question, question, directive","no emotion, happiness, no emotion, no emotion, happiness, no emotion, no emotion, no emotion, no emotion"
2622,Ordinary Life,"[{""role"": ""user"", ""content"": ""So click here , then up to the top .""}, {""role"": ""assistant"", ""content"": ""Er ... Hum ... Got it .""}, {""role"": ""user"", ""content"": ""Then open that window . Yeah , that one .""}, {""role"": ""assistant"", ""content"": ""Right !""}, {""role"": ""user"", ""content"": ""And that's it . You're done .""}, {""role"": ""assistant"", ""content"": ""I see what you mean . That was pretty easy after all .""}]","directive, commissive, directive, commissive, directive, commissive","no emotion, no emotion, no emotion, happiness, no emotion, happiness"
2636,Ordinary Life,"[{""role"": ""user"", ""content"": ""Excuse me . Do you mind if I try this on ?""}, {""role"": ""assistant"", ""content"": ""Not at all . The changing rooms are just this way .""}, {""role"": ""user"", ""content"": ""Thanks . It's a little tight . Do you have any in a larger size ?""}, {""role"": ""assistant"", ""content"": ""Sure . I'll give you the next size up . That one is small , right ?""}, {""role"": ""user"", ""content"": ""Yes . Also , I'm not so sure about the color .""}, {""role"": ""assistant"", ""content"": ""Well.It doesn't go with your skirt . I think the color itself is fine though .""}]","directive, commissive, question, question, inform, inform","no emotion, happiness, happiness, no emotion, no emotion, no emotion"
2640,Ordinary Life,"[{""role"": ""user"", ""content"": ""Hello , sir . Is there anything I can help you find ?""}, {""role"": ""assistant"", ""content"": ""Um ... Uh ... I'm just looking , thanks .""}, {""role"": ""user"", ""content"": ""Need a gift for your girlfriend or wife ...""}, {""role"": ""assistant"", ""content"": ""No , no , no . I'm just browsing . Thanks anyway .""}, {""role"": ""user"", ""content"": ""Well , if you need anything , just ask .""}, {""role"": ""assistant"", ""content"": ""Um ... well , where's the men's shoe department ?""}, {""role"": ""user"", ""content"": ""It's on the third floor . Turn left when you get off the escalator .""}, {""role"": ""assistant"", ""content"": ""Thanks .""}]","question, inform, directive, commissive, directive, question, inform, commissive","no emotion, happiness, no emotion, happiness, no emotion, no emotion, no emotion, happiness"
