Dialogue_ID,Topic,Text,Acts,Emotions
345,Ordinary Life,"Can I help you , Miss ? __eou__ Do you have anything which can prevent wrinkles and freckles ? __eou__ What is your skin type ? __eou__ My skin is kind of oily . __eou__ This nutrition cream is for anti-wrinkling and whitening which is a newcomer brand . __eou__ How much is it ? __eou__ $ 60.The price is reasonable for its large quantity . What's more , there are some gifts attaching for you . __eou__ Sounds good . What are the gifts attaching ? __eou__ You can take one tonic or hand cream . __eou__ I will choose the tonic . __eou__ No problem . You can try this kind of gel which can prevent freckle , the effect will be better if you use this powder foundation applied with it . __eou__ That's the very thing I want . __eou__","question, question, question, inform, inform, question, inform, question, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, no emotion, happiness, happiness"
346,Ordinary Life,"Excuse me . Can you show me some nail-polish ? __eou__ Yes . We have all kinds of colors for it . __eou__ That's good . __eou__ What's your favorite color ? __eou__ In my opinion , orange is very nice . __eou__ Sometimes pink is not bad , too . __eou__ You're right . Well , just these two , please . __eou__ Thank you . Anything else ? __eou__ No , thanks . __eou__","directive, commissive, inform, question, inform, inform, directive, question, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
351,Ordinary Life,"Don't tell me that's your lunch ? __eou__ No , this is just my appetizer ... this is my lunch ! __eou__ A candy bar for an appetizer and a piece of pie for lunch ! That's all junk ! __eou__ This is good food , it has milk , fruit , grains , nuts ... __eou__ Sugar , sugar , preservatives , fats , more sugar , more fat , more preservatives ! __eou__ At least I enjoy my lunch ! What's in your bag ? __eou__ My wife sent me with rice , vegetables , and some curry chicken . __eou__ There's the difference , your wife made it ! I have to make my own lunch ! __eou__","question, inform, inform, inform, inform, question, inform, inform","no emotion, no emotion, no emotion, happiness, no emotion, anger, no emotion, anger"
358,Ordinary Life,"Is there anything I can do for you ? __eou__ I'm trying to choose a gift . __eou__ Did you have anything particular in mind ? __eou__ No , but I'd like to get something typical in this region . __eou__ Well , we have some handmade products . Let me show you some . __eou__ They're quite nice . But I'm afraid they're quite a bit expensive . __eou__ About how much were you planning to spend ? __eou__ No more than one hundred yuan . __eou__ Oh , in that case . This one is OK . __eou__ Oh ! It's perfect . I think I'll take it . Would you wrap it , please ? __eou__ OK . Wait for a moment , please . __eou__","question, inform, question, inform, directive, commissive, question, inform, directive, directive, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
361,Ordinary Life,"Can I help you ? __eou__ I'd like to buy some Chinese-style cakes . Could you recommend me some ? __eou__ Certainly . What about moon cake ? It's typical Chinese food . __eou__ Moon cakes ? What is that ? __eou__ The moon cake is round and looks like the full moon . That's why it's called the moon cake and the moon cake symbolizes family reunion and harmony . __eou__ Sounds very interesting . I'll buy some to family people . __eou__ All the moon cakes are generally classified into two styles , Cantonese style and Suzhou style . __eou__ What's the difference between these two styles ? __eou__ The skin of Cantonese style cakes is soft and puffy with heavy stuffing while the skin of Suzhou style cakes is puffy filled with fragrant nuts . __eou__ Get me some of each . __eou__ OK , here you are . __eou__","question, directive, directive, question, inform, inform, inform, question, inform, directive, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, no emotion, no emotion, no emotion, happiness"
364,Ordinary Life,"Ann , it's terrible ! __eou__ What's up ? __eou__ Look , this is a pimple ! __eou__ Oh , I think it is . __eou__ How come ? __eou__ I think it's because of your bad habits ! __eou__ I have no bad habit . I sleep eight hours a day , never eat spicy food , clean the face twice a day and so on . I have done a lot . __eou__ I know you have done a lot , but you always sleep very late . Sleeping eight hours a day doesn't mean it is healthy . Sleeping after 12 is hurtful to our body , and I think this is your problem . __eou__ I wasn't aware of that ! __eou__ You should do better later . __eou__","inform, question, inform, inform, question, inform, inform, inform, inform, directive","anger, no emotion, no emotion, no emotion, no emotion, anger, no emotion, no emotion, surprise, no emotion"
366,Ordinary Life,"How's your new car ? __eou__ Perfect ! Couldn't be better . __eou__ You made a good choice , then ? __eou__ It's just what I want . __eou__ No regrets ? __eou__ I am really pleased with it . __eou__ I am glad you are happy . __eou__ It's super . __eou__","question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness, happiness"
367,Ordinary Life,"Would you like to see our new shirts ? __eou__ Sorry , but I'm not really that interested in those things . __eou__ Well , they are very nice you know . __eou__ Really ? __eou__ And not expensive either . __eou__ Oh , I don't care about that . __eou__ Everybody is buying them . __eou__ Are they ? __eou__ Yes , they are very fashionable , you see . __eou__ I am afraid I am not interested in fashion . __eou__ I see . __eou__ But thank you very much all the same . __eou__ Sorry I couldn't help you . __eou__","directive, commissive, inform, question, inform, inform, inform, question, inform, inform, inform, inform, inform","no emotion, sadness, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, sadness, no emotion, no emotion, sadness"
368,Ordinary Life,"Tommy played truant today . His teacher called me this morning . __eou__ Where did he go ? __eou__ I've asked him , but he won't tell me . What should we do about this ? He is like you . I remember when we were at the college , you always skipped classes . __eou__ Like me ? But you see I am so successful now . And if he is really like me , he will be more successful than me in the future . __eou__ Stop , stop ... We are talking about our son's attendance for classes and his study . Maybe we could give him a little bit money to pay to go to school . __eou__ Pay him ? But he studies for himself , not for you or for me or for anybody else . I got an idea . You should send him to class every morning and after the class begins , you can go to work . __eou__ In that way , I'll be late every day . How about letting him go to school on school bus ? __eou__ That's a good idea . Why have I never thought of that ? __eou__ That's because I went to school for each class when I was at school . So now I am much more clever than you . __eou__","inform, question, question, inform, inform, inform, directive, question, inform","no emotion, no emotion, no emotion, anger, no emotion, anger, no emotion, no emotion, no emotion"
370,Ordinary Life,"What's up ? You sound a little down in dumps . __eou__ I quarreled with my roommate last night . He is really stubborn . __eou__ Calm down ! Shouting won ’ t help ? __eou__ He is really outrageous . __eou__ What happened ? __eou__ I went back home last night . You know tired as a dog , so I took a quick shower and went to bed . I couldn't fall asleep , because Brian was there in the living room , playing his stupid stereo so loud . I kindly told him to turn that down a little bit . He shouted at me . __eou__ What ? He can't do this to you . __eou__ Well , he did it anyway . Then he came into my room and shot all his shit blah blah blah ... you know . __eou__ What did you do ? __eou__ I shouted it back of course . __eou__ Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ? __eou__ What would you do if you were in my shoes ? __eou__ Just stay cool . You know . When you get back home tonight , tell him that you didn't mean to quarrel with him . __eou__ No way , Kate . I mean it's just not my fault . __eou__ I know . It wouldn't hurt much to say sorry first . And after that , you can casually mention the problem . I am sure he will cooperate . __eou__ I am too angry to do that . __eou__","question, inform, question, inform, question, inform, inform, inform, question, inform, directive, question, inform, commissive, inform, inform","no emotion, anger, no emotion, anger, no emotion, no emotion, surprise, anger, no emotion, anger, no emotion, no emotion, no emotion, anger, no emotion, anger"
